transaction_id,user_id,amount,email,category,payment_method,region,transaction_date,status,quantity,discount_pct,tax_amount,merchant_id,currency,batch
T00995,U462,2025.63,user462@yahoo.com,Gaming,credit_card,EU-Central,2024-09-15,failed,1,12.4,364.58,M1694,CAD,v2
T00157,U702,2643.59,user702@gmail.com,Home & Garden,debit_card,US-West,2024-09-22,completed,9,21.3,293.6,M3655,USD,v1
T00852,U607,1105.53,user607@enterprise.com,Electronics,crypto,LATAM,2023-03-19,completed,4,6.0,177.07,M1523,USD,v2
T00614,U294,3813.71,user294@biz.net,Subscriptions,gift_card,US-East,2024-02-12,completed,1,19.1,459.78,M7926,GBP,v2
T00368,U138,2401.07,user138@enterprise.com,Gaming,gift_card,APAC,2024-04-11,completed,7,10.4,404.41,M4955,CAD,v1
T00562,U792,2016.53,user792@company.io,Home & Garden,gift_card,US-West,2023-02-28,pending,2,2.8,111.37,M7565,EUR,v2
T00200,U732,1778.72,user732@enterprise.com,Gaming,credit_card,US-East,2024-05-01,completed,6,29.3,316.34,M7999,USD,v1
T00974,U163,4042.76,user163@gmail.com,Home & Garden,paypal,EU-North,2024-08-24,refunded,4,23.6,527.81,M8402,USD,v2
T00999,U706,3934.22,user706@company.io,Healthcare,credit_card,APAC,2024-09-28,failed,8,0.5,417.25,M9644,USD,v2
T01055,U159,4383.82,user159@techfirm.org,Healthcare,bank_transfer,EU-North,2024-06-28,completed,8,11.0,549.43,M4014,CAD,v2
T00718,U950,2128.67,user950@yahoo.com,Healthcare,bank_transfer,US-West,2024-08-23,refunded,4,12.1,138.0,M7883,CAD,v2
T00328,U751,530.85,user751@gmail.com,Gaming,credit_card,APAC,2023-06-03,completed,10,8.5,87.53,M3989,USD,v1
T00334,U471,3384.36,user471@gmail.com,Home & Garden,paypal,LATAM,2023-09-04,refunded,5,18.8,287.0,M7293,GBP,v1
T00911,U154,2565.11,user154@outlook.com,Subscriptions,debit_card,EU-Central,2023-03-15,completed,7,8.3,297.71,M5723,INR,v2
T01066,U585,2675.42,user585@yahoo.com,Healthcare,credit_card,EU-Central,2023-07-01,refunded,4,22.2,254.5,M3166,INR,v2
T01199,U460,0.0,user460@biz.net,Healthcare,debit_card,APAC,2023-08-04,Completed,2,11.7,496.79,M3399,INR,v2
T00245,U349,2543.48,user349@datamail.co,Subscriptions,credit_card,EU-Central,2024-01-22,failed,3,10.1,301.6,M6559,EUR,v1
T00468,U976,1041.76,user976@hotmail.com,Groceries,paypal,US-East,2024-05-16,completed,1,21.1,183.62,M4806,USD,v1
T01182,U893,3346.4,user893@enterprise.com,Electronics,crypto,EU-Central,2023-08-28,refunded,6,28.6,406.91,M8671,CAD,v2
T00304,U277,2425.52,user277@enterprise.com,Healthcare,credit_card,LATAM,2023-08-03,completed,7,24.9,341.91,M2735,CAD,v1
T01061,U950,944.47,user950@techfirm.org,Subscriptions,credit_card,CA-East,2024-02-08,completed,6,9.4,80.09,M2876,USD,v2
T00786,U662,571.74,user662@hotmail.com,Travel,credit_card,EU-North,2023-03-16,completed,10,11.7,75.69,M1825,EUR,v2
T01179,U409,3080.08,user409@corp.net,Subscriptions,crypto,EU-North,2024-06-14,completed,7,11.4,351.37,M2875,EUR,v2
T00295,U460,3830.67,user460@outlook.com,Healthcare,crypto,US-West,2023-08-25,completed,3,25.0,389.58,M5985,CAD,v1
T00594,U791,701.58,user791@enterprise.com,Groceries,credit_card,LATAM,2023-09-14,completed,4,19.2,109.38,M7197,INR,v2
T00552,U914,4074.86,user914@biz.net,Travel,debit_card,US-West,2023-07-06,completed,9,22.7,407.02,M1883,USD,v2
T01107,U820,30488.39,user820@outlook.com,Healthcare,paypal,APAC,2024-06-10,completed,2,8.4,246.72,,INR,v2
T00097,U707,3085.25,user707@corp.net,Subscriptions,gift_card,APAC,2023-02-04,completed,4,5.1,485.39,M8321,INR,v1
T00917,U350,1495.65,user350@datamail.co,Electronics,crypto,APAC,2023-03-12,refunded,6,19.4,129.97,M3828,USD,v2
T00875,U564,2878.55,user564@enterprise.com,Subscriptions,debit_card,CA-East,2024-01-20,completed,3,20.1,352.21,M3055,CAD,v2
T00179,U482,1509.47,user482@biz.net,Gaming,paypal,EU-North,2024-05-05,pending,5,4.1,106.34,M2954,CAD,v1
T00032,U560,3175.87,user560@datamail.co,Travel,credit_card,CA-East,2024-04-04,failed,7,21.8,402.66,M2575,USD,v1
T00382,U116,373.38,user116@biz.net,Clothing,gift_card,US-East,2024-08-19,refunded,2,19.6,55.39,M2835,INR,v1
T01020,U724,1469.58,user724@gmail.com,Home & Garden,crypto,MEA,2024-08-08,refunded,7,14.5,219.98,M3480,USD,v2
T00364,U619,4426.37,user619@hotmail.com,Gaming,debit_card,CA-East,2023-03-21,pending,10,21.6,231.49,M9898,USD,v1
T00595,U504,27.27,user504@biz.net,Gaming,crypto,CA-East,2024-07-02,failed,3,8.3,4.26,M9797,GBP,v2
T01104,U131,3342.63,user131@techfirm.org,Home & Garden,bank_transfer,EU-Central,2024-03-16,refunded,5,6.7,438.24,M1418,GBP,v2
T00947,U602,3412.82,user602@techfirm.org,Education,bank_transfer,US-East,2023-07-15,failed,3,4.7,609.64,M2915,INR,v2
T00395,U832,1615.33,user832@datamail.co,Healthcare,credit_card,APAC,2024-01-14,failed,9,0.3,115.58,M2220,GBP,v1
T01024,U172,3446.57,user172@biz.net,Clothing,crypto,US-West,2024-08-18,refunded,8,18.0,298.99,M3608,CAD,v2
T00817,U612,1844.08,user612@enterprise.com,Finance,crypto,APAC,2023-07-07,completed,1,12.4,103.09,M7943,USD,v2
T00089,U152,3733.8,user152@biz.net,Finance,credit_card,US-East,2023-03-26,completed,2,22.8,431.01,M4876,EUR,v1
T00919,U346,-89.82,user346@gmail.com,Groceries,credit_card,EU-Central,2024-07-17,failed,10,14.5,311.02,M2337,INR,v2
T00707,U523,3445.05,user523@corp.net,Healthcare,paypal,US-West,2024-02-28,failed,8,6.2,337.77,M6632,USD,v2
T00383,U782,760.87,user782@gmail.com,Finance,bank_transfer,EU-North,2023-12-06,completed,7,18.3,135.97,M6148,USD,v1
T01003,U594,4498.45,user594@hotmail.com,Education,credit_card,MEA,2024-09-28,completed,8,19.9,376.16,M8672,USD,v2
T00433,U213,4144.22,user213@biz.net,Groceries,crypto,EU-North,2023-04-01,refunded,1,7.8,685.36,M6021,EUR,v1
T00651,U709,1743.19,user709@biz.net,Subscriptions,paypal,EU-Central,2024-05-09,completed,5,29.0,153.28,M2845,USD,v2
T00740,U741,-89.82,user741@corp.net,Travel,paypal,EU-Central,2023-08-24,completed,2,24.5,79.53,M4598,USD,v2
T00333,U549,1559.9,user549@hotmail.com,Finance,paypal,CA-East,2023-12-26,refunded,3,20.1,238.51,M1045,USD,v1
T00060,U765,515.99,user765@gmail.com,Subscriptions,credit_card,US-East,2023-01-27,completed,8,12.3,62.25,M4889,GBP,v1
T00290,U333,4210.33,user333@gmail.com,Electronics,bank_transfer,CA-East,2023-06-24,completed,7,14.6,561.83,M7622,INR,v1
T01114,U328,4091.87,user328@hotmail.com,Groceries,paypal,EU-North,2023-12-01,pending,1,21.0,454.67,M4852,INR,v2
T00804,U911,2215.6,user911@hotmail.com,Finance,credit_card,APAC,2024-07-14,refunded,10,20.6,183.13,M8631,USD,v2
T00487,U599,4486.75,user599@datamail.co,Clothing,bank_transfer,CA-East,2024-08-13,completed,8,16.2,342.53,M4651,INR,v1
T00645,U168,499.23,user168@outlook.com,Home & Garden,credit_card,EU-Central,2023-05-04,failed,9,28.3,68.12,M1721,GBP,v2
T00667,U879,2720.79,user879@techfirm.org,Electronics,bank_transfer,US-East,2024-03-20,completed,4,7.0,420.01,M3676,USD,v2
T00927,,3733.09,user671@company.io,Education,bank_transfer,EU-Central,2023-11-21,failed,9,19.5,276.4,M3980,INR,v2
T00840,U814,3531.52,user814@enterprise.com,Electronics,credit_card,EU-North,2023-01-15,refunded,10,29.8,273.1,M5274,USD,v2
T00287,U794,661.47,user794@yahoo.com,Subscriptions,paypal,US-East,2023-03-23,failed,6,28.6,112.55,M4694,USD,v1
T00696,U445,3952.72,user445@gmail.com,Groceries,paypal,MEA,2024-05-20,refunded,9,20.9,521.13,M7305,INR,v2
T00797,U491,549.56,user491@yahoo.com,Electronics,credit_card,LATAM,2024-06-26,completed,6,26.0,61.79,M9561,USD,v2
T01092,U751,30488.39,user751@yahoo.com,Travel,debit_card,EU-Central,2024-07-03,pending,2,13.9,251.68,M2729,EUR,v2
T00084,U956,433.79,user956@datamail.co,Electronics,paypal,EU-North,2024-01-18,completed,5,12.8,59.01,M7662,USD,v1
T00130,U367,2256.01,user367@gmail.com,Clothing,gift_card,EU-Central,2023-07-04,completed,4,7.3,308.21,M9314,GBP,v1
T00668,U518,4209.11,,Travel,debit_card,EU-North,2023-03-16,pending,4,0.2,226.52,M1479,GBP,v2
T00356,U929,2802.69,user929@enterprise.com,Subscriptions,crypto,US-East,2023-01-31,completed,1,15.8,225.22,M3876,USD,v1
T00959,U318,847.15,user318@company.io,Home & Garden,debit_card,MEA,2023-06-06,completed,8,13.8,60.11,M4313,INR,v2
T00478,U880,3932.24,user880@corp.net,Healthcare,bank_transfer,LATAM,2024-06-08,completed,7,24.1,649.37,M1590,USD,v1
T00261,U505,2229.78,user505@outlook.com,Finance,crypto,LATAM,2024-01-07,completed,4,22.0,295.81,M7286,USD,v1
T00693,U907,1633.65,user907@yahoo.com,Groceries,bank_transfer,EU-Central,2023-02-26,Completed,4,15.9,117.73,M2887,USD,v2
T00755,U268,336.77,user268@hotmail.com,Healthcare,credit_card,LATAM,2023-07-29,completed,8,28.0,55.74,M5759,CAD,v2
T00936,U215,4438.33,user215@outlook.com,Clothing,bank_transfer,CA-East,2023-01-24,failed,3,15.1,465.31,M3436,USD,v2
T00589,U343,4384.59,user343@hotmail.com,Home & Garden,gift_card,US-West,2024-03-16,failed,6,23.7,502.42,M7772,USD,v2
T00139,U220,4288.97,user220@yahoo.com,Healthcare,paypal,APAC,2024-06-03,completed,9,16.7,329.78,M3683,GBP,v1
T00985,U522,2041.93,user522@datamail.co,Education,credit_card,MEA,2024-09-08,completed,10,21.8,221.02,M7417,USD,v2
T00142,U197,2153.83,user197@corp.net,Finance,bank_transfer,US-West,2024-03-04,completed,1,12.0,346.22,M8008,EUR,v1
T00579,U462,4271.71,user462@enterprise.com,Subscriptions,crypto,LATAM,2024-08-17,Failed,6,7.8,328.46,M5708,USD,v2
T00426,U871,2187.11,user871@datamail.co,Gaming,debit_card,APAC,2024-07-27,completed,1,27.7,281.18,M1925,USD,v1
T00412,U653,1129.88,user653@corp.net,Electronics,gift_card,CA-East,2023-05-06,completed,9,22.7,150.04,M1845,GBP,v1
T00140,U758,2783.54,user758@techfirm.org,Travel,gift_card,APAC,2023-05-13,failed,2,0.7,456.79,M9999,GBP,v1
T00705,,-89.82,user388@company.io,Travel,crypto,US-West,2023-09-28,completed,6,19.9,127.59,M6035,USD,v2
T00895,U607,235.12,user607@outlook.com,Travel,credit_card,CA-East,2024-07-20,failed,3,22.3,25.08,M6254,EUR,v2
T00225,U831,2232.19,user831@hotmail.com,Subscriptions,bank_transfer,EU-North,2024-03-13,pending,5,4.6,271.96,M1517,USD,v1
T00402,U109,128.31,user109@yahoo.com,Healthcare,debit_card,MEA,2024-09-29,completed,6,8.3,22.95,M7399,EUR,v1
T00275,U581,853.51,user581@outlook.com,Travel,bank_transfer,EU-North,2023-04-23,refunded,1,5.6,110.77,M4036,EUR,v1
T00307,U952,2797.97,user952@company.io,Gaming,gift_card,CA-East,2024-09-05,completed,1,13.6,160.32,M4705,USD,v1
T00425,U590,1931.88,user590@yahoo.com,Home & Garden,credit_card,LATAM,2023-01-07,refunded,5,15.6,198.47,M9190,INR,v1
T00359,U604,1933.68,user604@yahoo.com,Finance,gift_card,MEA,2023-11-19,completed,5,14.8,232.9,M1111,CAD,v1
T00775,U458,980.91,user458@techfirm.org,Finance,crypto,MEA,2023-01-03,completed,5,0.3,174.66,M4081,GBP,v2
T00543,U526,4158.36,user526@biz.net,Subscriptions,debit_card,EU-Central,2024-06-12,failed,4,6.6,576.72,M6927,USD,v2
T00839,U660,696.84,user660@yahoo.com,Education,gift_card,EU-Central,2023-02-12,pending,9,5.3,70.69,M2629,USD,v2
T00890,U823,4133.09,user823@techfirm.org,Clothing,paypal,MEA,2023-01-08,completed,9,6.8,248.72,M7952,EUR,v2
T00708,U128,2757.31,user128@biz.net,Healthcare,credit_card,MEA,2023-05-21,completed,1,21.2,271.21,M1840,INR,v2
T00799,U625,4493.05,user625@gmail.com,Subscriptions,crypto,LATAM,2024-05-05,refunded,10,10.0,298.15,M3508,CAD,v2
T00866,U326,4372.25,user326@gmail.com,Education,crypto,US-East,2023-08-09,completed,5,13.0,495.95,M6183,USD,v2
T00611,U346,3460.62,user346@hotmail.com,Education,credit_card,US-West,2024-07-31,pending,2,28.6,488.13,M8624,USD,v2
T00773,U486,1177.04,user486@datamail.co,Finance,paypal,APAC,2023-06-22,completed,5,29.3,141.94,M3904,EUR,v2
T01083,U466,1095.7,user466@techfirm.org,Finance,gift_card,EU-Central,2023-11-08,failed,7,17.6,179.37,M2490,INR,v2
T00733,,4261.5,user828@hotmail.com,Healthcare,credit_card,MEA,2023-06-26,completed,8,14.6,443.58,M5604,CAD,v2
T00744,U128,1124.16,user128@hotmail.com,Education,gift_card,APAC,2023-07-10,pending,7,16.3,190.7,M8681,EUR,v2
T00674,U225,3079.85,user225@corp.net,Finance,gift_card,EU-North,2024-07-20,completed,4,5.5,321.06,M9073,USD,v2
T01117,U104,3478.72,user104@outlook.com,Travel,bank_transfer,US-East,2024-01-03,pending,3,14.5,481.11,M6061,USD,v2
T00332,U917,59.3,user917@yahoo.com,Finance,bank_transfer,US-East,2023-10-03,PENDING,10,20.9,2.99,M1054,EUR,v1
T00040,U823,140.71,user823@enterprise.com,Education,debit_card,MEA,2023-05-13,COMPLETED,5,24.4,22.3,M6063,USD,v1
T00031,U948,2522.79,user948@hotmail.com,Subscriptions,paypal,APAC,2023-02-23,failed,9,16.1,297.32,M6998,INR,v1
T00243,U935,3273.46,user935@hotmail.com,Finance,credit_card,EU-Central,2023-04-01,failed,4,29.2,258.42,M3390,USD,v1
T01110,U352,901.33,user352@biz.net,Electronics,paypal,EU-Central,2023-04-24,failed,4,17.6,68.16,M6896,GBP,v2
T00137,U628,3217.23,user628@datamail.co,Education,crypto,APAC,2024-04-01,completed,5,18.3,523.25,M8656,EUR,v1
T00311,U808,2740.69,user808@datamail.co,Education,paypal,CA-East,2024-04-16,completed,6,10.6,192.23,M3419,USD,v1
T01031,U175,3660.62,user175@datamail.co,Groceries,debit_card,CA-East,32-01-2024,refunded,8,3.5,306.34,M2819,CAD,v2
T00454,U422,1115.0,user422@company.io,Groceries,credit_card,LATAM,2024-02-02,refunded,2,26.7,179.21,M6006,USD,v1
T01091,U383,301.52,user383@yahoo.com,Gaming,paypal,APAC,2024-01-05,completed,4,8.5,50.16,M5794,CAD,v2
T00004,U436,3824.6,user436@yahoo.com,Finance,bank_transfer,US-West,2024-07-04,completed,5,13.3,577.47,M2990,USD,v1
T00112,U576,3870.52,user576@techfirm.org,Groceries,gift_card,APAC,2023-05-02,completed,3,14.5,341.79,M6463,USD,v1
T01036,U359,41.01,user359@enterprise.com,Clothing,debit_card,EU-North,2023-04-15,pending,2,19.8,6.02,M3156,GBP,v2
T01067,U111,1064.39,user111@datamail.co,Travel,crypto,MEA,2023-01-24,completed,2,13.6,60.47,M1289,USD,v2
T00439,U941,3569.22,user941@biz.net,Groceries,gift_card,CA-East,2023-05-05,completed,8,16.0,578.16,M7032,INR,v1
T00874,U408,428.72,user408@biz.net,Healthcare,gift_card,EU-North,2023-10-12,Completed,4,15.9,21.51,M7749,CAD,v2
T00789,U818,3352.71,user818@company.io,Subscriptions,credit_card,MEA,2024-08-22,completed,7,23.7,443.99,M6612,CAD,v2
T00592,U349,19.91,user349@company.io,Groceries,credit_card,LATAM,2024-08-31,completed,6,21.5,2.4,M4934,USD,v2
T00315,U744,1599.87,user744@biz.net,Gaming,debit_card,LATAM,2023-01-02,failed,4,5.7,285.23,M7136,EUR,v1
T00261,U505,2229.78,user505@outlook.com,Finance,crypto,LATAM,2024-01-07,completed,4,22.0,295.81,M7286,USD,v1
T00320,U519,1274.66,user519@enterprise.com,Healthcare,paypal,EU-North,2023-10-12,pending,4,21.5,152.12,M4638,GBP,v1
T00414,U150,2865.78,user150@gmail.com,Travel,credit_card,US-West,2023-09-22,completed,3,22.4,231.77,M8244,GBP,v1
T00725,U473,776.62,user473@hotmail.com,Groceries,crypto,MEA,2023-10-19,completed,5,19.2,65.18,M6016,USD,v2
T00006,U135,239.79,user135@gmail.com,Healthcare,bank_transfer,US-West,2023-09-20,pending,10,20.6,13.73,M8725,CAD,v1
T00101,U829,1533.2,user829@datamail.co,Healthcare,paypal,MEA,2023-09-24,completed,7,17.8,260.28,M5010,GBP,v1
T00677,U266,2045.47,,Finance,crypto,CA-East,2023-04-16,completed,10,27.8,206.98,M6729,USD,v2
T00539,U514,2122.01,user514@yahoo.com,Healthcare,debit_card,US-West,2023-11-12,failed,2,22.2,254.24,M9665,CAD,v2
T00544,U352,1494.21,user352@enterprise.com,Subscriptions,gift_card,EU-North,2024/13/01,failed,6,5.4,266.95,M3529,USD,v2
T00862,U691,2987.31,user691@enterprise.com,Gaming,paypal,EU-Central,2023-02-25,pending,2,6.1,353.4,M2547,USD,v2
T00869,U799,4174.04,user799@hotmail.com,Travel,crypto,US-East,2023-06-25,failed,5,24.0,714.34,M5724,USD,v2
T00728,U843,1636.52,user843@enterprise.com,Home & Garden,crypto,CA-East,2023-08-02,pending,10,17.3,128.91,M2314,INR,v2
T00528,U241,622.55,user241@corp.net,Finance,debit_card,MEA,2023-04-10,completed,2,4.0,107.15,M7285,INR,v2
T00228,U642,1806.63,user642@yahoo.com,Groceries,bank_transfer,APAC,2023-03-07,completed,6,9.5,236.7,M5808,USD,v1
T00729,U865,264.12,user865@enterprise.com,Electronics,credit_card,EU-North,2023-04-01,completed,1,11.0,35.18,M5247,EUR,v2
T01102,U664,4285.22,user664@datamail.co,Finance,bank_transfer,US-East,2024-01-10,COMPLETED,3,15.2,324.45,M3248,GBP,v2
T00678,U244,4323.85,user244@outlook.com,Clothing,crypto,APAC,2024-01-12,refunded,3,16.6,396.84,M9144,INR,v2
T00424,U231,2474.72,user231@company.io,Home & Garden,paypal,MEA,2024-08-03,refunded,10,2.5,283.9,M9549,USD,v1
T00067,U653,1263.54,user653@outlook.com,Finance,bank_transfer,MEA,2024-05-20,pending,8,20.3,207.12,M9774,GBP,v1
T00068,U661,4045.64,user661@enterprise.com,Education,crypto,APAC,2023-05-09,pending,8,9.7,348.86,M8379,USD,v1
T00585,U710,2205.6,user710@corp.net,Groceries,crypto,EU-Central,2023-11-10,completed,8,6.8,250.26,M3416,USD,v2
T00212,U411,1598.24,user411@outlook.com,Clothing,bank_transfer,EU-North,2024-05-23,completed,1,14.2,144.7,M5202,EUR,v1
T00013,U998,3728.23,user998@enterprise.com,Subscriptions,paypal,US-West,2024-06-20,completed,6,27.4,562.45,M7032,CAD,v1
T00905,U581,4297.49,user581@outlook.com,Travel,debit_card,MEA,2024-07-10,completed,6,11.6,449.15,M1245,EUR,v2
T00925,U221,4208.02,user221@hotmail.com,Healthcare,bank_transfer,MEA,2024-07-04,pending,2,0.4,252.02,M8137,EUR,v2
T00300,U979,4203.42,user979@corp.net,Education,crypto,APAC,2023-06-30,refunded,7,19.3,217.62,M3119,USD,v1
T00465,U638,3944.66,user638@hotmail.com,Groceries,credit_card,US-West,2024-06-23,completed,6,4.0,269.84,M9057,USD,v1
T01132,U409,2311.06,user409@datamail.co,Home & Garden,paypal,MEA,2023-04-07,failed,7,19.5,292.08,M1646,USD,v2
T01109,U497,4209.23,user497@company.io,Clothing,gift_card,MEA,2023-05-01,completed,1,22.4,279.54,M8446,INR,v2
T00794,U123,2601.25,user123@yahoo.com,Travel,crypto,LATAM,2024-04-07,failed,10,24.7,256.88,M1097,CAD,v2
T00630,U552,4025.64,user552@corp.net,Gaming,crypto,US-East,2024-03-08,Completed,2,2.4,474.18,M5577,EUR,v2
T01172,,2580.86,user603@datamail.co,Home & Garden,debit_card,EU-North,2023-04-16,completed,4,10.8,450.3,M9249,USD,v2
T00859,U198,2661.59,user198@biz.net,Healthcare,gift_card,LATAM,2023-03-04,COMPLETED,5,22.5,262.0,M7973,INR,v2
T00851,U733,1030.89,user733@corp.net,Clothing,credit_card,MEA,2024-03-05,completed,4,18.8,88.7,M1411,USD,v2
T00736,U863,2365.61,,Gaming,credit_card,EU-Central,2023-09-27,refunded,5,28.6,216.78,M3582,EUR,v2
T01154,U411,1158.58,user411@company.io,Finance,crypto,US-West,2024-04-18,completed,5,12.1,168.38,M6004,GBP,v2
T00739,U396,2595.37,user396@outlook.com,Clothing,gift_card,CA-East,2024-04-05,completed,2,25.0,430.49,M2611,USD,v2
T00574,U152,3129.52,user152@gmail.com,Electronics,bank_transfer,EU-Central,2023-02-26,pending,2,26.8,533.01,M6185,GBP,v2
T00274,U320,2195.33,user320@hotmail.com,Healthcare,gift_card,LATAM,2024-02-11,refunded,4,27.6,216.38,M4814,USD,v1
T00757,U910,2047.08,user910@techfirm.org,Electronics,crypto,EU-North,2024-08-14,PENDING,1,6.8,132.96,M6748,USD,v2
T00363,U394,764.2,user394@corp.net,Healthcare,gift_card,US-West,2023-04-19,failed,3,3.2,121.44,M7308,INR,v1
T00238,U754,1323.32,user754@company.io,Gaming,credit_card,APAC,2023-07-20,Completed,10,4.2,180.42,M8887,INR,v1
T00550,U488,2295.38,user488@enterprise.com,Finance,credit_card,EU-North,2024-01-10,refunded,6,28.2,215.07,M1545,CAD,v2
T00003,U580,926.37,user580@hotmail.com,Clothing,credit_card,EU-North,2024-07-27,completed,10,21.1,55.51,M4474,INR,v1
T00007,U808,2947.06,user808@outlook.com,Subscriptions,crypto,US-West,2023-01-18,refunded,8,27.5,501.22,M7807,GBP,v1
T00993,U327,2423.23,user327@gmail.com,Subscriptions,gift_card,EU-Central,2024-03-16,completed,1,11.8,229.64,M6480,INR,v2
T00312,U857,4002.04,user857@datamail.co,Gaming,crypto,LATAM,2023-03-17,completed,9,4.5,249.17,M5949,GBP,v1
T01062,U497,3074.07,user497@yahoo.com,Finance,gift_card,APAC,2024-04-28,completed,10,12.4,467.2,M2232,USD,v2
T00448,U601,4353.44,user601@gmail.com,Clothing,paypal,MEA,2024-06-10,pending,1,26.0,475.61,M4356,GBP,v1
T00712,U208,4160.96,user208@gmail.com,Healthcare,credit_card,CA-East,,pending,4,1.0,627.93,M2815,EUR,v2
T01100,U882,166.62,user882@yahoo.com,Home & Garden,credit_card,CA-East,2024-07-29,completed,10,13.9,14.87,M9676,INR,v2
T00216,U922,4497.31,user922@biz.net,Travel,gift_card,LATAM,2024-07-13,pending,6,10.3,553.58,M3394,USD,v1
T01147,U573,3170.52,,Finance,gift_card,APAC,2024-04-05,refunded,4,3.3,535.25,M8895,USD,v2
T00028,U465,4265.25,user465@company.io,Groceries,debit_card,LATAM,2024-03-12,failed,1,14.2,269.17,M8072,USD,v1
T01192,U880,4079.54,user880@biz.net,Healthcare,bank_transfer,US-East,2023-08-13,completed,6,4.5,456.94,M5945,CAD,v2
T00410,U917,1251.35,user917@yahoo.com,Gaming,paypal,US-West,2023-02-23,completed,1,27.9,222.82,M3585,USD,v1
T00584,U662,936.38,user662@datamail.co,Electronics,debit_card,MEA,2024-08-29,completed,9,8.7,138.4,M6425,EUR,v2
T01197,U561,289.84,user561@corp.net,Subscriptions,gift_card,LATAM,2024-03-21,refunded,5,24.5,51.51,M3785,EUR,v2
T00515,U811,1123.76,user811@hotmail.com,Home & Garden,crypto,MEA,2023-09-06,completed,6,7.3,138.15,M4204,USD,v2
T00514,U598,3582.27,user598@enterprise.com,Home & Garden,debit_card,APAC,2023-04-13,refunded,2,11.1,499.81,M4800,USD,v2
T01138,U606,763.99,user606@company.io,Groceries,paypal,CA-East,2023-06-29,completed,3,11.0,56.06,M8786,USD,v2
T00568,U696,2851.62,user696@biz.net,Home & Garden,crypto,APAC,2023-04-12,completed,9,23.9,329.57,M2347,GBP,v2
T00355,U815,2139.26,user815@hotmail.com,Home & Garden,credit_card,EU-Central,2023-12-19,refunded,8,0.8,112.03,M4583,USD,v1
T01084,U957,2083.57,user957@company.io,Home & Garden,gift_card,EU-Central,2023-10-01,completed,6,3.3,117.67,M2816,INR,v2
T01125,U361,3600.54,user361@biz.net,Subscriptions,credit_card,APAC,2023-06-27,completed,7,3.7,271.62,M4626,USD,v2
T00257,U121,4080.14,user121@biz.net,Electronics,bank_transfer,APAC,2024-06-21,pending,6,15.0,550.59,M3581,USD,v1
T00292,U120,2285.6,user120@corp.net,Groceries,credit_card,US-East,2023-09-25,completed,6,13.6,127.75,M7938,USD,v1
T00026,U708,1376.53,user708@company.io,Gaming,crypto,CA-East,2024-08-04,completed,10,2.3,127.99,M7114,INR,v1
T00337,U580,3079.55,user580@corp.net,Finance,gift_card,US-East,2024-09-28,completed,4,1.5,244.77,M9623,USD,v1
T00523,U861,4279.3,user861@biz.net,Subscriptions,gift_card,EU-Central,,failed,8,16.1,457.51,M9643,USD,v2
T00048,U412,3108.56,user412@company.io,Healthcare,credit_card,EU-North,2023-01-20,completed,9,14.3,434.63,M6621,CAD,v1
T00319,U151,1552.44,user151@outlook.com,Subscriptions,paypal,EU-Central,2024-08-08,completed,6,15.0,119.95,M7345,USD,v1
T00107,U272,3234.47,user272@datamail.co,Education,paypal,EU-Central,2024-06-23,failed,9,29.5,180.93,M2471,USD,v1
T01041,U854,2124.77,user854@hotmail.com,Gaming,crypto,US-East,2024-03-30,failed,9,26.5,339.79,M9489,EUR,v2
T00056,U224,2954.36,user224@techfirm.org,Electronics,gift_card,LATAM,2023-07-19,failed,4,11.7,394.26,M9016,CAD,v1
T00555,U519,2779.66,user519@techfirm.org,Travel,crypto,CA-East,2024-02-04,refunded,7,27.2,369.39,M4104,CAD,v2
T00214,U810,3232.47,user810@outlook.com,Home & Garden,crypto,EU-Central,2024-02-22,refunded,9,16.6,196.64,M6884,EUR,v1
T00121,U849,3625.88,user849@biz.net,Groceries,crypto,US-West,2023-02-23,pending,9,19.1,582.79,M7421,GBP,v1
T00598,U338,3618.41,user338@biz.net,Gaming,debit_card,MEA,2023-02-18,refunded,5,10.7,271.97,M6923,USD,v2
T00576,U140,3781.96,user140@techfirm.org,Clothing,credit_card,CA-East,2023-06-29,completed,6,27.0,514.28,M9860,GBP,v2
T00553,U557,1756.15,user557@enterprise.com,Clothing,credit_card,US-East,2024-08-09,pending,9,26.5,232.67,M8137,GBP,v2
T00073,U752,1926.45,user752@yahoo.com,Electronics,debit_card,MEA,2023-08-02,failed,2,23.7,223.48,M1619,USD,v1
T00411,U555,1228.44,user555@hotmail.com,Travel,credit_card,MEA,2023-12-24,completed,8,18.2,164.55,M4588,USD,v1
T01010,U823,4416.46,,Healthcare,crypto,EU-Central,2023-12-07,completed,6,20.0,385.16,M3251,USD,v2
T01120,U756,351.35,user756@company.io,Travel,gift_card,MEA,2023-01-02,refunded,9,23.0,58.5,M3147,USD,v2
T00536,U730,3677.31,user730@enterprise.com,Gaming,crypto,EU-Central,2023-09-09,completed,9,19.2,637.65,M6798,INR,v2
T00990,U370,617.07,user370@outlook.com,Clothing,gift_card,EU-Central,2024-02-12,refunded,7,20.3,97.61,M1655,USD,v2
T00992,U851,2136.48,user851@gmail.com,Education,bank_transfer,US-East,2024-04-10,completed,9,13.4,315.81,M5246,USD,v2
T00837,U485,2351.67,user485@techfirm.org,Subscriptions,credit_card,MEA,2023-07-06,completed,9,17.4,409.85,M9232,INR,v2
